"","id","missed_votes","last_name","first_name","swing","combined_name","state"
"27",412451,55,"Grimm","Michael",TRUE,"Grimm, Michael","NY"
"28",400108,54,"Diaz-Balart","Mario",TRUE,"Diaz-Balart, Mario","FL"
"29",400651,54,"Gohmert","Louie",FALSE,"Gohmert, Louie","TX"
"30",412404,54,"Bass","Karen",FALSE,"Bass, Karen","CA"
"31",400075,53,"Clyburn","James",FALSE,"Clyburn, James","SC"
"32",400314,53,"Pelosi","Nancy",FALSE,"Pelosi, Nancy","CA"
"33",412259,53,"Speier","Jackie",FALSE,"Speier, Jackie","CA"
"34",400232,51,"Larsen","Rick",FALSE,"Larsen, Rick","WA"
"35",400240,51,"Lewis","John",FALSE,"Lewis, John","GA"
"36",400291,51,"Neal","Richard",FALSE,"Neal, Richard","MA"
"37",400639,51,"Cleaver","Emanuel",FALSE,"Cleaver, Emanuel","MO"
"38",412286,49,"Kirkpatrick","Ann",TRUE,"Kirkpatrick, Ann","AZ"
"39",400356,48,"Sanchez","Loretta",FALSE,"Sanchez, Loretta","CA"
"40",412308,48,"Polis","Jared",FALSE,"Polis, Jared","CO"
"41",412186,47,"Sires","Albio",FALSE,"Sires, Albio","NJ"
"42",400101,45,"DeGette","Diana",FALSE,"DeGette, Diana","CO"
"43",400623,44,"Wasserman Schultz","Debbie",FALSE,"Wasserman Schultz, Debbie","FL"
"44",400627,44,"Westmoreland","Lynn",FALSE,"Westmoreland, Lynn","GA"
"45",412216,44,"Bachmann","Michele",FALSE,"Bachmann, Michele","MN"
"46",412397,44,"Gosar","Paul",FALSE,"Gosar, Paul","AZ"
"47",412426,44,"Rokita","Todd",FALSE,"Rokita, Todd","IN"
"48",400378,43,"Slaughter","Louise",FALSE,"Slaughter, Louise","NY"
"49",400310,41,"Pastor","Ed",FALSE,"Pastor, Ed","AZ"
"50",400647,41,"Schwartz","Allyson",FALSE,"Schwartz, Allyson","PA"
"51",400271,40,"Meeks","Gregory",FALSE,"Meeks, Gregory","NY"
"52",400379,40,"Smith","Adam",FALSE,"Smith, Adam","WA"
"53",400618,40,"Costa","Jim",FALSE,"Costa, Jim","CA"
"54",412517,40,"Cárdenas","Tony",FALSE,"Cárdenas, Tony","CA"
"55",400151,39,"Gingrey","Phil",FALSE,"Gingrey, Phil","GA"
"56",400048,38,"Brown","Corrine",FALSE,"Brown, Corrine","FL"
"57",400122,38,"Engel","Eliot",FALSE,"Engel, Eliot","NY"
"58",400209,38,"Jones","Walter",FALSE,"Jones, Walter","NC"
"59",400342,38,"Rogers","Mike",TRUE,"Rogers, Mike","MI"
"60",412551,38,"Pittenger","Robert",FALSE,"Pittenger, Robert","NC"
"61",400004,37,"Aderholt","Robert",FALSE,"Aderholt, Robert","AL"
"62",400344,37,"Ros-Lehtinen","Ileana",FALSE,"Ros-Lehtinen, Ileana","FL"
"63",412479,37,"Fincher","Stephen",FALSE,"Fincher, Stephen","TN"
"64",400199,36,"Jackson Lee","Sheila",FALSE,"Jackson Lee, Sheila","TX"
"65",412379,36,"Chu","Judy",FALSE,"Chu, Judy","CA"
"66",412560,36,"Meng","Grace",FALSE,"Meng, Grace","NY"
"67",400068,35,"Carter","John",FALSE,"Carter, John","TX"
"68",412254,35,"Tsongas","Niki",FALSE,"Tsongas, Niki","MA"
"69",412314,35,"Schock","Aaron",FALSE,"Schock, Aaron","IL"
"70",400077,34,"Cole","Tom",FALSE,"Cole, Tom","OK"
"71",400141,34,"Franks","Trent",FALSE,"Franks, Trent","AZ"
"72",400189,34,"Hoyer","Steny",FALSE,"Hoyer, Steny","MD"
"73",412195,34,"Castor","Kathy",FALSE,"Castor, Kathy","FL"
"74",412211,34,"Yarmuth","John",FALSE,"Yarmuth, John","KY"
"75",412399,34,"Schweikert","David",FALSE,"Schweikert, David","AZ"
"76",412454,34,"Hanna","Richard",TRUE,"Hanna, Richard","NY"
"77",412530,34,"Garcia","Joe",FALSE,"Garcia, Joe","FL"
"78",400038,33,"Bonner","Jo",FALSE,"NA, NA","AL"
"79",400110,33,"Dingell","John",FALSE,"Dingell, John","MI"
"80",400221,33,"Kingston","Jack",FALSE,"Kingston, Jack","GA"
"81",412219,33,"Shea-Porter","Carol",TRUE,"Shea-Porter, Carol","NH"
"82",400661,31,"Moore","Gwen",FALSE,"Moore, Gwen","WI"
"83",400129,30,"Farr","Sam",FALSE,"Farr, Sam","CA"
"84",412419,30,"Labrador","Raúl",FALSE,"Labrador, Raúl","ID"
"85",412531,30,"Collins","Doug",FALSE,"Collins, Doug","GA"
"86",400074,29,"Clay","Wm.",FALSE,"Clay, Wm.","MO"
"87",400157,29,"Granger","Kay",FALSE,"Granger, Kay","TX"
"88",400333,29,"Rangel","Charles",FALSE,"Rangel, Charles","NY"
"89",412192,29,"Perlmutter","Ed",FALSE,"Perlmutter, Ed","CO"
"90",412410,29,"Webster","Daniel",FALSE,"Webster, Daniel","FL"
"91",400130,28,"Fattah","Chaka",FALSE,"Fattah, Chaka","PA"
"92",400158,28,"Graves","Sam",FALSE,"Graves, Sam","MO"
"93",400251,28,"Maloney","Carolyn",FALSE,"Maloney, Carolyn","NY"
"94",400652,28,"Poe","Ted",FALSE,"Poe, Ted","TX"
"95",400656,28,"Marchant","Kenny",FALSE,"Marchant, Kenny","TX"
"96",412509,28,"Sinema","Kyrsten",TRUE,"Sinema, Kyrsten","AZ"
"97",400080,27,"Conyers","John",FALSE,"Conyers, John","MI"
"98",400093,27,"Davis","Danny",FALSE,"Davis, Danny","IL"
"99",400289,27,"Nadler","Jerrold",FALSE,"Nadler, Jerrold","NY"
"100",412212,27,"Sarbanes","John",FALSE,"Sarbanes, John","MD"
"101",412221,27,"Clarke","Yvette",FALSE,"Clarke, Yvette","NY"
"102",400086,26,"Crenshaw","Ander",FALSE,"Crenshaw, Ander","FL"
"103",400283,26,"Moran","James",FALSE,"Moran, James","VA"
"104",400422,26,"Waters","Maxine",FALSE,"Waters, Maxine","CA"
"105",400425,26,"Waxman","Henry",FALSE,"Waxman, Henry","CA"
"106",400616,26,"Butterfield","George",FALSE,"Butterfield, George","NC"
"107",412327,26,"Fudge","Marcia",FALSE,"Fudge, Marcia","OH"
"108",412409,26,"Nugent","Richard",FALSE,"Nugent, Richard","FL"
"109",412502,26,"Barber","Ron",TRUE,"Barber, Ron","AZ"
"110",400018,25,"Barton","Joe",FALSE,"Barton, Joe","TX"
"111",400340,25,"Rogers","Harold",FALSE,"Rogers, Harold","KY"
"112",400606,25,"Salmon","Matt",FALSE,"Salmon, Matt","AZ"
"113",412196,25,"Buchanan","Vern",FALSE,"Buchanan, Vern","FL"
"114",412294,25,"Lummis","Cynthia",FALSE,"Lummis, Cynthia","WY"
"115",400416,24,"Velázquez","Nydia",FALSE,"Velázquez, Nydia","NY"
"116",400103,23,"DeLauro","Rosa",FALSE,"DeLauro, Rosa","CT"
"117",400206,23,"Johnson","Sam",FALSE,"Johnson, Sam","TX"
"118",400266,23,"McIntyre","Mike",FALSE,"McIntyre, Mike","NC"
"119",400279,23,"Miller","Jeff",FALSE,"Miller, Jeff","FL"
"120",400290,23,"Napolitano","Grace",FALSE,"Napolitano, Grace","CA"
"121",400297,23,"Nunes","Devin",FALSE,"Nunes, Devin","CA"
"122",400407,23,"Tierney","John",FALSE,"Tierney, John","MA"
"123",400417,23,"Visclosky","Peter",FALSE,"Visclosky, Peter","IN"
"124",412199,23,"Johnson","Henry",FALSE,"Johnson, Henry","GA"
"125",412506,23,"Payne","Donald",FALSE,"Payne, Donald","NJ"
"126",400032,22,"Blackburn","Marsha",FALSE,"Blackburn, Marsha","TN"
"127",400230,22,"Langevin","James",FALSE,"Langevin, James","RI"
"128",400424,22,"Watt","Melvin",FALSE,"Watt, Melvin","NC"
"129",412263,22,"Edwards","Donna",FALSE,"Edwards, Donna","MD"
"130",412331,22,"Quigley","Mike",FALSE,"Quigley, Mike","IL"
"131",412435,22,"Keating","William",FALSE,"Keating, William","MA"
"132",412469,22,"Barletta","Lou",FALSE,"Barletta, Lou","PA"
"133",412561,22,"Jeffries","Hakeem",FALSE,"Jeffries, Hakeem","NY"
"134",400029,21,"Bishop","Rob",FALSE,"Bishop, Rob","UT"
"135",400063,21,"Capuano","Michael",FALSE,"Capuano, Michael","MA"
"136",400137,21,"Forbes","J.",TRUE,"Forbes, J.","VA"
"137",400211,21,"Kaptur","Marcy",FALSE,"Kaptur, Marcy","OH"
"138",400218,21,"Kind","Ron",FALSE,"Kind, Ron","WI"
"139",400341,21,"Rogers","Mike",FALSE,"Rogers, Mike","AL"
"140",412500,21,"Amodei","Mark",FALSE,"Amodei, Mark","NV"
"141",400247,20,"Lucas","Frank",FALSE,"Lucas, Frank","OK"
"142",400380,20,"Smith","Christopher",FALSE,"Smith, Christopher","NJ"
"143",400659,20,"McMorris Rodgers","Cathy",FALSE,"McMorris Rodgers, Cathy","WA"
"144",412385,20,"Deutch","Theodore",FALSE,"Deutch, Theodore","FL"
"145",400309,19,"Pascrell","Bill",FALSE,"Pascrell, Bill","NJ"
"146",400363,19,"Scott","David",FALSE,"Scott, David","GA"
"147",400630,19,"Lipinski","Daniel",FALSE,"Lipinski, Daniel","IL"
"148",400654,19,"McCaul","Michael",FALSE,"McCaul, Michael","TX"
"149",412252,19,"Broun","Paul",FALSE,"Broun, Paul","GA"
"150",412443,19,"Palazzo","Steven",FALSE,"Palazzo, Steven","MS"
"151",412555,19,"Cramer","Kevin",FALSE,"Cramer, Kevin","ND"
"152",400097,18,"Davis","Susan",FALSE,"Davis, Susan","CA"
"153",400220,18,"King","Steve",FALSE,"King, Steve","IA"
"154",400237,18,"Lee","Barbara",FALSE,"Lee, Barbara","CA"
"155",400349,18,"Ruppersberger","C.",FALSE,"Ruppersberger, C.","MD"
"156",412307,18,"Pingree","Chellie",FALSE,"Pingree, Chellie","ME"
"157",412537,18,"Bustos","Cheri",FALSE,"Bustos, Cheri","IL"
"158",412584,18,"Heck","Denny",FALSE,"Heck, Denny","WA"
"159",400052,17,"Burgess","Michael",FALSE,"Burgess, Michael","TX"
"160",400090,17,"Cummings","Elijah",FALSE,"Cummings, Elijah","MD"
"161",400376,17,"Simpson","Michael",FALSE,"Simpson, Michael","ID"
"162",400402,17,"Thompson","Bennie",FALSE,"Thompson, Bennie","MS"
"163",412208,17,"Braley","Bruce",FALSE,"Braley, Bruce","IA"
"164",412405,17,"Tipton","Scott",FALSE,"Tipton, Scott","CO"
"165",412418,17,"Hanabusa","Colleen",FALSE,"Hanabusa, Colleen","HI"
"166",412532,17,"Gabbard","Tulsi",FALSE,"Gabbard, Tulsi","HI"
"167",400030,16,"Bishop","Sanford",FALSE,"Bishop, Sanford","GA"
"168",400046,16,"Brady","Kevin",FALSE,"Brady, Kevin","TX"
"169",400060,16,"Cantor","Eric",FALSE,"Cantor, Eric","VA"
"170",412236,16,"Cohen","Steve",FALSE,"Cohen, Steve","TN"
"171",412276,16,"Grayson","Alan",FALSE,"Grayson, Alan","FL"
"172",412392,16,"Stutzman","Marlin",FALSE,"Stutzman, Marlin","IN"
"173",412400,16,"Crawford","Eric",FALSE,"Crawford, Eric","AR"
"174",412480,16,"Flores","Bill",FALSE,"Flores, Bill","TX"
"175",412529,16,"Frankel","Lois",FALSE,"Frankel, Lois","FL"
"176",412550,16,"Hudson","Richard",FALSE,"Hudson, Richard","NC"
"177",400021,15,"Becerra","Xavier",FALSE,"Becerra, Xavier","CA"
"178",400114,15,"Doyle","Michael",FALSE,"Doyle, Michael","PA"
"179",400262,15,"McDermott","Jim",FALSE,"McDermott, Jim","WA"
"180",400347,15,"Roybal-Allard","Lucille",FALSE,"Roybal-Allard, Lucille","CA"
"181",400365,15,"Sensenbrenner","F.",FALSE,"Sensenbrenner, F.","WI"
"182",400640,15,"Fortenberry","Jeff",FALSE,"Fortenberry, Jeff","NE"
"183",400644,15,"McHenry","Patrick",FALSE,"McHenry, Patrick","NC"
"184",412470,15,"Cicilline","David",FALSE,"Cicilline, David","RI"
"185",412475,15,"Noem","Kristi",FALSE,"Noem, Kristi","SD"
"186",412522,15,"Vargas","Juan",FALSE,"Vargas, Juan","CA"
"187",400124,14,"Eshoo","Anna",FALSE,"Eshoo, Anna","CA"
"188",400219,14,"King","Peter",TRUE,"King, Peter","NY"
"189",400267,14,"McKeon","Howard",TRUE,"McKeon, Howard","CA"
"190",400431,14,"Whitfield","Ed",FALSE,"Whitfield, Ed","KY"
"191",412191,14,"Lamborn","Doug",FALSE,"Lamborn, Doug","CO"
"192",412215,14,"Ellison","Keith",FALSE,"Ellison, Keith","MN"
"193",412269,14,"Cassidy","Bill",FALSE,"Cassidy, Bill","LA"
"194",412536,14,"Davis","Rodney",TRUE,"Davis, Rodney","IL"
"195",412543,14,"Kennedy","Joseph",FALSE,"Kennedy, Joseph","MA"
"196",412553,14,"Holding","George",FALSE,"Holding, George","NC"
"197",412577,14,"Gallego","Pete",TRUE,"Gallego, Pete","TX"
"198",400081,13,"Cooper","Jim",FALSE,"Cooper, Jim","TN"
"199",400100,13,"DeFazio","Peter",FALSE,"DeFazio, Peter","OR"
"200",400121,13,"Emerson","Jo Ann",FALSE,"NA, NA","MO"
"201",400313,13,"Pearce","Stevan",FALSE,"Pearce, Stevan","NM"
"202",400406,13,"Tiberi","Patrick",FALSE,"Tiberi, Patrick","OH"
"203",412213,13,"Walberg","Tim",TRUE,"Walberg, Tim","MI"
"204",412533,13,"Duckworth","Tammy",FALSE,"Duckworth, Tammy","IL"
"205",400006,12,"Alexander","Rodney",FALSE,"NA, NA","LA"
"206",400033,12,"Blumenauer","Earl",FALSE,"Blumenauer, Earl","OR"
"207",400160,12,"Green","Gene",FALSE,"Green, Gene","TX"
"208",400233,12,"Larson","John",FALSE,"Larson, John","CT"
"209",412217,12,"Smith","Adrian",FALSE,"Smith, Adrian","NE"
"210",412250,12,"Bilirakis","Gus",FALSE,"Bilirakis, Gus","FL"
"211",412393,12,"Reed","Tom",TRUE,"Reed, Tom","NY"
"212",412488,12,"Duffy","Sean",TRUE,"Duffy, Sean","WI"
"213",412511,12,"Huffman","Jared",FALSE,"Huffman, Jared","CA"
"214",412527,12,"Murphy","Patrick",TRUE,"Murphy, Patrick","FL"
"215",412528,12,"Radel","Trey",FALSE,"Radel, Trey","FL"
"216",412548,12,"Wagner","Ann",FALSE,"Wagner, Ann","MO"
"217",400047,11,"Brady","Robert",FALSE,"Brady, Robert","PA"
"218",400111,11,"Doggett","Lloyd",FALSE,"Doggett, Lloyd","TX"
"219",400154,11,"Goodlatte","Bob",FALSE,"Goodlatte, Bob","VA"
"220",400165,11,"Hall","Ralph",FALSE,"Hall, Ralph","TX"
"221",400320,11,"Pitts","Joseph",FALSE,"Pitts, Joseph","PA"
"222",400435,11,"Wolf","Frank",TRUE,"Wolf, Frank","VA"
"223",400653,11,"Green","Al",FALSE,"Green, Al","TX"
"224",408211,11,"Nolan","Richard",FALSE,"Nolan, Richard","MN"
"225",412226,11,"Jordan","Jim",FALSE,"Jordan, Jim","OH"
"226",412239,11,"Welch","Peter",FALSE,"Welch, Peter","VT"
"227",412282,11,"Himes","James",FALSE,"Himes, James","CT"
"228",412412,11,"Wilson","Frederica",FALSE,"Wilson, Frederica","FL"
"229",412444,11,"Hartzler","Vicky",FALSE,"Hartzler, Vicky","MO"
"230",412463,11,"Gibbs","Bob",FALSE,"Gibbs, Bob","OH"
"231",412473,11,"Gowdy","Trey",FALSE,"Gowdy, Trey","SC"
"232",400147,10,"Gerlach","Jim",TRUE,"Gerlach, Jim","PA"
"233",400204,10,"Johnson","Eddie",FALSE,"Johnson, Eddie","TX"
"234",400348,10,"Royce","Edward",TRUE,"Royce, Edward","CA"
"235",400352,10,"Ryan","Tim",FALSE,"Ryan, Tim","OH"
"236",400360,10,"Schakowsky","Janice",FALSE,"Schakowsky, Janice","IL"
"237",400403,10,"Thompson","Mike",FALSE,"Thompson, Mike","CA"
"238",412193,10,"Courtney","Joe",FALSE,"Courtney, Joe","CT"
"239",412261,10,"Scalise","Steve",FALSE,"Scalise, Steve","LA"
"240",412305,10,"Peters","Gary",FALSE,"Peters, Gary","MI"
"241",412315,10,"Schrader","Kurt",TRUE,"Schrader, Kurt","OR"
"242",412396,10,"Sewell","Terri",FALSE,"Sewell, Terri","AL"
"243",412544,10,"Delaney","John",FALSE,"Delaney, John","MD"
"244",412552,10,"Meadows","Mark",FALSE,"Meadows, Mark","NC"
"245",412557,10,"Kuster","Ann",FALSE,"Kuster, Ann","NH"
"246",400263,9,"McGovern","James",FALSE,"McGovern, James","MA"
"247",400415,9,"Van Hollen","Chris",FALSE,"Van Hollen, Chris","MD"
"248",400607,9,"Sanford","Marshall",FALSE,"Sanford, Marshall","SC"
"249",412189,9,"McNerney","Jerry",FALSE,"McNerney, Jerry","CA"
"250",412297,9,"Maffei","Daniel",FALSE,"Maffei, Daniel","NY"
"251",412311,9,"Rooney","Thomas",FALSE,"Rooney, Thomas","FL"
"252",412417,9,"Scott","Austin",FALSE,"Scott, Austin","GA"
"253",412427,9,"Bucshon","Larry",FALSE,"Bucshon, Larry","IN"
"254",412429,9,"Huelskamp","Tim",FALSE,"Huelskamp, Tim","KS"
"255",412431,9,"Pompeo","Mike",FALSE,"Pompeo, Mike","KS"
"256",412457,9,"Ellmers","Renee",FALSE,"Ellmers, Renee","NC"
"257",412461,9,"Stivers","Steve",FALSE,"Stivers, Steve","OH"
"258",412476,9,"Fleischmann","Charles",FALSE,"Fleischmann, Charles","TN"
"259",412477,9,"DesJarlais","Scott",FALSE,"DesJarlais, Scott","TN"
"260",412523,9,"Peters","Scott",FALSE,"Peters, Scott","CA"
"261",412564,9,"Wenstrup","Brad",FALSE,"Wenstrup, Brad","OH"
"262",412565,9,"Beatty","Joyce",FALSE,"Beatty, Joyce","OH"
"263",400361,8,"Schiff","Adam",FALSE,"Schiff, Adam","CA"
"264",400367,8,"Sessions","Pete",FALSE,"Sessions, Pete","TX"
"265",400663,8,"Matsui","Doris",FALSE,"Matsui, Doris","CA"
"266",412202,8,"Roskam","Peter",FALSE,"Roskam, Peter","IL"
"267",412302,8,"Olson","Pete",FALSE,"Olson, Pete","TX"
"268",412310,8,"Roe","David",FALSE,"Roe, David","TN"
"269",412382,8,"Garamendi","John",FALSE,"Garamendi, John","CA"
"270",412407,8,"Carney","John",FALSE,"Carney, John","DE"
"271",412442,8,"Nunnelee","Alan",FALSE,"Nunnelee, Alan","MS"
"272",412519,8,"Ruiz","Raul",TRUE,"Ruiz, Raul","CA"
"273",412538,8,"Walorski","Jackie",FALSE,"Walorski, Jackie","IN"
"274",412581,8,"Stewart","Chris",FALSE,"Stewart, Chris","UT"
"275",400245,7,"Lofgren","Zoe",FALSE,"Lofgren, Zoe","CA"
"276",400285,7,"Murphy","Tim",FALSE,"Murphy, Tim","PA"
"277",400371,7,"Sherman","Brad",FALSE,"Sherman, Brad","CA"
"278",400646,7,"Fitzpatrick","Michael",TRUE,"Fitzpatrick, Michael","PA"
"279",400655,7,"Conaway","K.",FALSE,"Conaway, K.","TX"
"280",409888,7,"Shuster","Bill",FALSE,"Shuster, Bill","PA"
"281",410396,7,"Stockman","Steve",FALSE,"Stockman, Steve","TX"
"282",412258,7,"Carson","André",FALSE,"Carson, André","IN"
"283",412388,7,"Graves","Tom",FALSE,"Graves, Tom","GA"
"284",412394,7,"Roby","Martha",FALSE,"Roby, Martha","AL"
"285",412406,7,"Gardner","Cory",FALSE,"Gardner, Cory","CO"
"286",412428,7,"Young","Todd",FALSE,"Young, Todd","IN"
"287",412430,7,"Yoder","Kevin",FALSE,"Yoder, Kevin","KS"
"288",412449,7,"Runyan","Jon",TRUE,"Runyan, Jon","NJ"
"289",412468,7,"Marino","Tom",FALSE,"Marino, Tom","PA"
"290",412474,7,"Mulvaney","Mick",FALSE,"Mulvaney, Mick","SC"
"291",412483,7,"Rigell","E.",TRUE,"Rigell, E.","VA"
"292",412484,7,"Hurt","Robert",FALSE,"Hurt, Robert","VA"
"293",412549,7,"Daines","Steve",FALSE,"Daines, Steve","MT"
"294",412563,7,"Collins","Chris",FALSE,"Collins, Chris","NY"
"295",412568,7,"Mullin","Markwayne",FALSE,"Mullin, Markwayne","OK"
"296",412576,7,"Castro","Joaquin",FALSE,"Castro, Joaquin","TX"
"297",412579,7,"Veasey","Marc",FALSE,"Veasey, Marc","TX"
"298",400010,6,"Bachus","Spencer",FALSE,"Bachus, Spencer","AL"
"299",400062,6,"Capps","Lois",FALSE,"Capps, Lois","CA"
"300",400355,6,"Sánchez","Linda",FALSE,"Sánchez, Linda","CA"
"301",400441,6,"Neugebauer","Randy",FALSE,"Neugebauer, Randy","TX"
"302",412209,6,"Loebsack","David",FALSE,"Loebsack, David","IA"
"303",412214,6,"Walz","Timothy",TRUE,"Walz, Timothy","MN"
"304",412280,6,"Harper","Gregg",FALSE,"Harper, Gregg","MS"
"305",412524,6,"Esty","Elizabeth",FALSE,"Esty, Elizabeth","CT"
"306",412558,6,"Lujan Grisham","Michelle",FALSE,"Lujan Grisham, Michelle","NM"
"307",412562,6,"Maloney","Sean",TRUE,"Maloney, Sean","NY"
"308",412578,6,"Williams","Roger",FALSE,"Williams, Roger","TX"
"309",412580,6,"Vela","Filemon",FALSE,"Vela, Filemon","TX"
"310",400116,5,"Duncan","John",FALSE,"Duncan, John","TN"
"311",400145,5,"Garrett","Scott",TRUE,"Garrett, Scott","NJ"
"312",400175,5,"Hensarling","Jeb",FALSE,"Hensarling, Jeb","TX"
"313",400195,5,"Israel","Steve",TRUE,"Israel, Steve","NY"
"314",400196,5,"Issa","Darrell",FALSE,"Issa, Darrell","CA"
"315",400316,5,"Peterson","Collin",FALSE,"Peterson, Collin","MN"
"316",400331,5,"Rahall","Nick",FALSE,"Rahall, Nick","WV"
"317",400381,5,"Smith","Lamar",FALSE,"Smith, Lamar","TX"
"318",412257,5,"Foster","Bill",FALSE,"Foster, Bill","IL"
"319",412271,5,"Coffman","Mike",FALSE,"Coffman, Mike","CO"
"320",412272,5,"Connolly","Gerald",FALSE,"Connolly, Gerald","VA"
"321",412292,5,"Luetkemeyer","Blaine",FALSE,"Luetkemeyer, Blaine","MO"
"322",412383,5,"Owens","William",FALSE,"Owens, William","NY"
"323",412395,5,"Brooks","Mo",FALSE,"Brooks, Mo","AL"
"324",412453,5,"Gibson","Christopher",FALSE,"Gibson, Christopher","NY"
"325",412464,5,"Lankford","James",FALSE,"Lankford, James","OK"
"326",412508,5,"Cotton","Tom",FALSE,"Cotton, Tom","AR"
"327",412513,5,"Cook","Paul",FALSE,"Cook, Paul","CA"
"328",412535,5,"Enyart","William",TRUE,"Enyart, William","IL"
"329",412540,5,"Messer","Luke",FALSE,"Messer, Luke","IN"
"330",412566,5,"Joyce","David",TRUE,"Joyce, David","OH"
"331",412569,5,"Perry","Scott",FALSE,"Perry, Scott","PA"
"332",412571,5,"Cartwright","Matthew",FALSE,"Cartwright, Matthew","PA"
"333",412572,5,"Rice","Tom",FALSE,"Rice, Tom","SC"
"334",412574,5,"Weber","Randy",FALSE,"Weber, Randy","TX"
"335",400008,4,"Andrews","Robert",FALSE,"Andrews, Robert","NJ"
"336",400057,4,"Calvert","Ken",FALSE,"Calvert, Ken","CA"
"337",400087,4,"Crowley","Joseph",FALSE,"Crowley, Joseph","NY"
"338",400244,4,"LoBiondo","Frank",FALSE,"LoBiondo, Frank","NJ"
"339",400364,4,"Scott","Robert",FALSE,"Scott, Robert","VA"
"340",400366,4,"Serrano","José",FALSE,"Serrano, José","NY"
"341",400433,4,"Wilson","Joe",FALSE,"Wilson, Joe","SC"
"342",400626,4,"Price","Tom",FALSE,"Price, Tom","GA"
"343",400636,4,"Boustany","Charles",FALSE,"Boustany, Charles","LA"
"344",412293,4,"Luján","Ben",FALSE,"Luján, Ben","NM"
"345",412403,4,"Denham","Jeff",TRUE,"Denham, Jeff","CA"
"346",412422,4,"Hultgren","Randy",FALSE,"Hultgren, Randy","IL"
"347",412437,4,"Huizenga","Bill",FALSE,"Huizenga, Bill","MI"
"348",412489,4,"Ribble","Reid",TRUE,"Ribble, Reid","WI"
"349",412510,4,"LaMalfa","Doug",FALSE,"LaMalfa, Doug","CA"
"350",412515,4,"Valadao","David",FALSE,"Valadao, David","CA"
"351",412595,4,"Kelly","Robin",FALSE,"Kelly, Robin","IL"
"352",400031,3,"Bishop","Timothy",TRUE,"Bishop, Timothy","NY"
"353",400142,3,"Frelinghuysen","Rodney",FALSE,"Frelinghuysen, Rodney","NJ"
"354",400171,3,"Hastings","Doc",FALSE,"Hastings, Doc","WA"
"355",400255,3,"Matheson","Jim",FALSE,"Matheson, Jim","UT"
"356",400274,3,"Michaud","Michael",FALSE,"Michaud, Michael","ME"
"357",400400,3,"Terry","Lee",FALSE,"Terry, Lee","NE"
"358",400404,3,"Thornberry","Mac",FALSE,"Thornberry, Mac","TX"
"359",400411,3,"Turner","Michael",TRUE,"Turner, Michael","OH"
"360",400643,3,"Foxx","Virginia",FALSE,"Foxx, Virginia","NC"
"361",412255,3,"Wittman","Robert",FALSE,"Wittman, Robert","VA"
"362",412256,3,"Latta","Robert",FALSE,"Latta, Robert","OH"
"363",412270,3,"Chaffetz","Jason",FALSE,"Chaffetz, Jason","UT"
"364",412319,3,"Tonko","Paul",FALSE,"Tonko, Paul","NY"
"365",412416,3,"Woodall","Rob",FALSE,"Woodall, Rob","GA"
"366",412421,3,"Kinzinger","Adam",FALSE,"Kinzinger, Adam","IL"
"367",412434,3,"Harris","Andy",FALSE,"Harris, Andy","MD"
"368",412436,3,"Benishek","Dan",FALSE,"Benishek, Dan","MI"
"369",412462,3,"Renacci","James",FALSE,"Renacci, James","OH"
"370",412465,3,"Kelly","Mike",FALSE,"Kelly, Mike","PA"
